0,7
41,29
42,30
43,30
44,30
45,30
46,30
47,30
48,30
49,30
50,31
51,31
52,31
53,31
54,31
55,31
56,31
57,31
58,31
59,31
60,31
61,31
62,31
63,32
64,32
65,32
66,32
67,32
68,32
69,32
70,32
71,32
72,32
1,32
2,32
3,32
4,32
7,32
8,32
9,32
10,32
11,32
12,32
13,32
14,32
15,32
16,32
17,32
18,33
19,33
20,33
21,33
22,33
23,33
24,33
25,33
26,33
27,33
28,33
29,33
30,33
31,33
32,33
33,33
34,33
35,33
36,33
37,33
38,33
39,34
40,34
73,34
74,39
75,40
76,40
77,40
78,40
79,40
80,40
81,40
82,40
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,41
91,41
92,41
93,41
94,41
95,41
96,41
97,41
98,41
99,41
5,41
6,41
