25,10
0,30
26,31
28,31
29,31
30,31
31,31
32,31
33,31
34,31
35,31
36,31
37,31
38,32
39,32
40,32
41,32
42,32
43,32
44,32
45,32
46,32
47,32
59,32
48,32
49,32
50,32
51,32
52,41
53,41
54,41
55,41
56,41
57,41
58,42
27,42
60,42
61,42
62,42
63,42
64,42
65,42
66,42
67,43
68,43
69,43
70,43
71,43
72,43
73,43
74,43
75,43
76,43
77,43
78,43
79,43
80,43
81,43
82,43
83,43
84,43
85,44
86,44
87,44
88,44
89,45
90,45
91,45
92,46
93,46
94,46
95,46
96,46
97,46
98,46
99,46
1,46
2,47
3,47
4,47
5,47
6,47
7,47
8,47
9,47
10,47
11,47
12,47
13,47
14,47
15,47
16,47
17,47
18,47
19,47
20,47
21,48
22,48
23,48
24,48
