0,144
1,152
2,154
96,154
3,155
4,155
97,155
98,155
99,155
5,155
6,155
7,155
8,155
9,155
10,155
11,155
12,155
13,155
14,155
15,155
16,156
17,156
18,156
19,156
20,156
21,156
22,156
23,156
24,156
25,156
26,156
27,156
28,156
29,156
30,156
31,156
32,157
33,157
34,157
35,157
36,157
37,157
38,157
39,157
40,157
41,157
42,157
43,157
44,157
45,157
46,157
47,161
48,161
49,161
50,162
51,162
52,177
53,177
54,177
55,177
56,177
57,177
58,177
59,177
60,178
61,178
62,178
63,178
64,179
65,179
66,179
67,179
68,179
69,179
70,179
71,179
72,179
73,179
74,179
75,180
76,180
77,180
78,180
79,181
80,181
81,181
82,181
83,181
84,181
85,182
86,182
87,182
88,182
89,182
90,182
91,182
92,182
93,183
94,183
95,183
